namespace,node,nodepool,replicaset,owner_kind,instance_type,pods_count
metrics,ip-172-16-47-198.ec2.internal,metrics,otel-o11y-system-metrics-janus-delta-acm-opentelemetry-collecto-7dbd4d7976,Deployment,c7g.2xlarge,1
metrics,ip-172-16-49-117.ec2.internal,metrics,otel-o11y-ob3-business-metrics-opentelemetry-collector-584689cd5f,Deployment,c7g.2xlarge,1
metrics,ip-172-16-49-117.ec2.internal,metrics,otel-o11y-ob3-system-metrics-shopper-journey-opentelemetry-coll-5548f5c754,Deployment,c7g.2xlarge,1
metrics,ip-172-16-49-117.ec2.internal,metrics,otel-o11y-system-metrics-janus-delta-acm-opentelemetry-collecto-7dbd4d7976,Deployment,c7g.2xlarge,1
metrics,ip-172-16-53-151.ec2.internal,metrics,otel-o11y-ob3-system-metrics-shopper-journey-opentelemetry-coll-5548f5c754,Deployment,c7g.2xlarge,1
metrics,ip-172-16-53-151.ec2.internal,metrics,otel-o11y-ob3-system-metrics-tech-infra-opentelemetry-collector-57d845fbbc,Deployment,c7g.2xlarge,1
metrics,ip-172-16-53-151.ec2.internal,metrics,otel-o11y-system-metrics-janus-delta-acm-opentelemetry-collecto-7dbd4d7976,Deployment,c7g.2xlarge,1
metrics,ip-172-16-56-111.ec2.internal,metrics,otel-o11y-ob3-business-metrics-opentelemetry-collector-584689cd5f,Deployment,c7g.2xlarge,1
metrics,ip-172-16-56-111.ec2.internal,metrics,otel-o11y-ob3-system-metrics-shopper-journey-opentelemetry-coll-5548f5c754,Deployment,c7g.2xlarge,1
metrics,ip-172-16-56-111.ec2.internal,metrics,otel-o11y-system-metrics-janus-delta-acm-opentelemetry-collecto-7dbd4d7976,Deployment,c7g.2xlarge,1
metrics,ip-172-16-59-191.ec2.internal,metrics,otel-o11y-ob3-business-metrics-opentelemetry-collector-584689cd5f,Deployment,c7g.2xlarge,1
metrics,ip-172-16-59-191.ec2.internal,metrics,otel-o11y-ob3-system-metrics-developer-journey-opentelemetry-co-786846bd75,Deployment,c7g.2xlarge,1
metrics,ip-172-16-59-191.ec2.internal,metrics,otel-o11y-ob3-system-metrics-merchant-journey-opentelemetry-col-7d5b948747,Deployment,c7g.2xlarge,1
metrics,ip-172-16-59-191.ec2.internal,metrics,otel-o11y-ob3-system-metrics-shopper-journey-opentelemetry-coll-5548f5c754,Deployment,c7g.2xlarge,1
metrics,ip-172-16-59-191.ec2.internal,metrics,otel-o11y-ob3-system-metrics-tech-infra-opentelemetry-collector-57d845fbbc,Deployment,c7g.2xlarge,1
monitoring-prometheus,ip-172-16-21-161.ec2.internal,prometheus,prometheus-o11y-ob3-eks-o11y-ec2-b2b-server,StatefulSet,r6g.4xlarge,1
monitoring-prometheus,ip-172-16-21-161.ec2.internal,prometheus,prometheus-o11y-ob3-eks-o11y-ec2-checkout-server,StatefulSet,r6g.4xlarge,1
monitoring-prometheus,ip-172-16-21-161.ec2.internal,prometheus,prometheus-o11y-ob3-eks-o11y-ec2-marketplace-server,StatefulSet,r6g.4xlarge,1
monitoring-prometheus,ip-172-16-21-161.ec2.internal,prometheus,prometheus-o11y-ob3-eks-o11y-ec2-orders-server,StatefulSet,r6g.4xlarge,1
monitoring-prometheus,ip-172-16-21-161.ec2.internal,prometheus,prometheus-o11y-ob3-eks-o11y-ec2-ori-server,StatefulSet,r6g.4xlarge,1
monitoring-prometheus,ip-172-16-21-161.ec2.internal,prometheus,prometheus-o11y-ob3-eks-o11y-ec2-pricing-server,StatefulSet,r6g.4xlarge,1
monitoring-prometheus,ip-172-16-21-161.ec2.internal,prometheus,prometheus-o11y-ob3-eks-o11y-ec2-smartlink-server,StatefulSet,r6g.4xlarge,1
monitoring-prometheus,ip-172-16-21-161.ec2.internal,prometheus,prometheus-o11y-ob3-eks-o11y-ec2-solr-server,StatefulSet,r6g.4xlarge,1
monitoring-prometheus,ip-172-16-213-252.ec2.internal,prometheus,prometheus-o11y-ob3-eks-o11y-ec2-catalog-server,StatefulSet,r6g.2xlarge,1
monitoring-prometheus,ip-172-16-213-252.ec2.internal,prometheus,prometheus-o11y-ob3-eks-o11y-ec2-integrations-server,StatefulSet,r6g.2xlarge,1
monitoring-prometheus,ip-172-16-213-252.ec2.internal,prometheus,prometheus-o11y-ob3-eks-o11y-ec2-offer-status-server,StatefulSet,r6g.2xlarge,1
monitoring-prometheus,ip-172-16-213-252.ec2.internal,prometheus,prometheus-o11y-ob3-eks-o11y-ec2-storage-server,StatefulSet,r6g.2xlarge,1
monitoring-prometheus,ip-172-16-213-252.ec2.internal,prometheus,prometheus-o11y-ob3-eks-o11y-ec2-traffic-server,StatefulSet,r6g.2xlarge,1
monitoring-prometheus,ip-172-16-238-42.ec2.internal,prometheus,prometheus-o11y-ob3-eks-o11y-ec2-billing-server,StatefulSet,r6g.2xlarge,1
monitoring-prometheus,ip-172-16-238-42.ec2.internal,prometheus,prometheus-o11y-ob3-eks-o11y-ec2-identity-server,StatefulSet,r6g.2xlarge,1
monitoring-prometheus,ip-172-16-238-42.ec2.internal,prometheus,prometheus-o11y-ob3-eks-o11y-ec2-payments-server,StatefulSet,r6g.2xlarge,1
monitoring-prometheus,ip-172-16-39-114.ec2.internal,prometheus,prometheus-o11y-ob3-eks-o11y-ec2-connections-server,StatefulSet,r6g.4xlarge,1
monitoring-prometheus,ip-172-16-39-114.ec2.internal,prometheus,prometheus-o11y-ob3-eks-o11y-ec2-logistics-server,StatefulSet,r6g.4xlarge,1
monitoring-prometheus,ip-172-16-39-114.ec2.internal,prometheus,prometheus-o11y-ob3-eks-o11y-ec2-sp-server,StatefulSet,r6g.4xlarge,1
monitoring-prometheus,ip-172-16-39-114.ec2.internal,prometheus,prometheus-o11y-ob3-prd-ti-o11y-eks-use1-ob3-server,StatefulSet,r6g.4xlarge,1
o11y-platform,ip-172-16-227-236.ec2.internal,default,o11y-platform-read-api-stable-d4488d4b7,Deployment,a1.xlarge,2
o11y-platform,ip-172-16-243-27.ec2.internal,default,o11y-platform-read-api-stable-d4488d4b7,Deployment,a1.2xlarge,1
o11y-platform,ip-172-16-245-249.ec2.internal,default,o11y-platform-read-api-stable-d4488d4b7,Deployment,a1.xlarge,1
o11y-platform,ip-172-16-60-164.ec2.internal,default,o11y-platform-read-api-stable-d4488d4b7,Deployment,m6g.xlarge,1
oauth2-proxy,ip-172-16-25-225.ec2.internal,default,oauth2-proxy-vtex-com-7b9558c9d7,Deployment,c6a.xlarge,1
oauth2-proxy,ip-172-16-25-225.ec2.internal,default,oauth2-proxy-vtex-systems-55dd4ccb5,Deployment,c6a.xlarge,1
oauth2-proxy,ip-172-16-42-62.ec2.internal,default,oauth2-proxy-vtex-systems-55dd4ccb5,Deployment,c6a.xlarge,1
oauth2-proxy,ip-172-16-46-166.ec2.internal,default,oauth2-proxy-vtex-com-7b9558c9d7,Deployment,c6a.2xlarge,1
prometheus-exporters,ip-172-16-213-252.ec2.internal,prometheus,ds-10-grouping-cluster2-588d74486d,Deployment,r6g.2xlarge,1
prometheus-exporters,ip-172-16-213-252.ec2.internal,prometheus,ds-10-grouping-cluster5-6d5894f589,Deployment,r6g.2xlarge,1
prometheus-exporters,ip-172-16-213-252.ec2.internal,prometheus,ds-10-grouping-cluster6-6755575475,Deployment,r6g.2xlarge,1
prometheus-exporters,ip-172-16-213-252.ec2.internal,prometheus,ds-10-logistics5-7c6f6dfcfc,Deployment,r6g.2xlarge,1
prometheus-exporters,ip-172-16-213-252.ec2.internal,prometheus,is-intelligent-search-v8-02-6c67f4d56d,Deployment,r6g.2xlarge,1
prometheus-exporters,ip-172-16-213-252.ec2.internal,prometheus,is-intelligent-search-v8-04-589cc5bc44,Deployment,r6g.2xlarge,1
prometheus-exporters,ip-172-16-213-252.ec2.internal,prometheus,is-intelligent-search-v8-staging-6646b7bbf8,Deployment,r6g.2xlarge,1
prometheus-exporters,ip-172-16-213-252.ec2.internal,prometheus,o11y-techinfra-logging-5c88c8554d,Deployment,r6g.2xlarge,1
prometheus-exporters,ip-172-16-238-42.ec2.internal,prometheus,ds-10-grouping-cluster1-5995f6565d,Deployment,r6g.2xlarge,1
prometheus-exporters,ip-172-16-238-42.ec2.internal,prometheus,ds-10-grouping-cluster3-79f6dd6469,Deployment,r6g.2xlarge,1
prometheus-exporters,ip-172-16-238-42.ec2.internal,prometheus,ds-10-grouping-cluster7-7cf47f87d,Deployment,r6g.2xlarge,1
prometheus-exporters,ip-172-16-238-42.ec2.internal,prometheus,is-intelligent-search-v8-06-799794ff56,Deployment,r6g.2xlarge,1
prometheus-exporters,ip-172-16-238-42.ec2.internal,prometheus,o11y-logging-64689f96bd,Deployment,r6g.2xlarge,1
prometheus-exporters,ip-172-16-39-114.ec2.internal,prometheus,ds-10-grouping-cluster4-5cf87bd4b5,Deployment,r6g.4xlarge,1
prometheus-exporters,ip-172-16-39-114.ec2.internal,prometheus,ds-10-grouping-cluster9-7475976bc6,Deployment,r6g.4xlarge,1
prometheus-exporters,ip-172-16-39-114.ec2.internal,prometheus,is-intelligent-search-v8-01-665fc8559d,Deployment,r6g.4xlarge,1
prometheus-exporters,ip-172-16-39-114.ec2.internal,prometheus,is-intelligent-search-v8-03-6f696cdb74,Deployment,r6g.4xlarge,1
prometheus-exporters,ip-172-16-39-114.ec2.internal,prometheus,is-intelligent-search-v8-05-66d9bdd8cd,Deployment,r6g.4xlarge,1
prometheus-exporters,ip-172-16-39-114.ec2.internal,prometheus,logistics-shipping-585bf6d467,Deployment,r6g.4xlarge,1
prometheus-exporters,ip-172-16-39-114.ec2.internal,prometheus,logistics-shipping-rates-03-568ddb4757,Deployment,r6g.4xlarge,1
prometheus-exporters,ip-172-16-39-114.ec2.internal,prometheus,logistics-shipping-rates-bd4474999,Deployment,r6g.4xlarge,1
prometheus-exporters,ip-172-16-39-114.ec2.internal,prometheus,o11y-developer-logging-7b9cb8c496,Deployment,r6g.4xlarge,1
pyroscope,ip-172-16-46-9.ec2.internal,logs,pyroscope-o11y-beta-569dc7475,Deployment,r7g.2xlarge,1
signoz,ip-172-16-213-58.ec2.internal,clickhouse,o11y-signoz-otel-collector-84cb8bb79c,Deployment,c6a.8xlarge,1
signoz,ip-172-16-218-152.ec2.internal,clickhouse,o11y-signoz-frontend-5454f5969,Deployment,c6a.8xlarge,1
signoz,ip-172-16-227-136.ec2.internal,clickhouse,o11y-signoz-query-service,StatefulSet,c6a.8xlarge,1
signoz,ip-172-16-229-178.ec2.internal,clickhouse,o11y-signoz-frontend-5454f5969,Deployment,c6a.8xlarge,1
signoz,ip-172-16-229-178.ec2.internal,clickhouse,o11y-signoz-otel-collector-84cb8bb79c,Deployment,c6a.8xlarge,1
signoz,ip-172-16-229-178.ec2.internal,clickhouse,o11y-signoz-otel-collector-metrics-fb6946bbc,Deployment,c6a.8xlarge,1
signoz,ip-172-16-24-120.ec2.internal,clickhouse,o11y-signoz-otel-collector-84cb8bb79c,Deployment,c6a.8xlarge,1
signoz,ip-172-16-247-131.ec2.internal,clickhouse,o11y-signoz-otel-collector-84cb8bb79c,Deployment,c6a.8xlarge,1
signoz,ip-172-16-251-243.ec2.internal,clickhouse,o11y-signoz-otel-collector-84cb8bb79c,Deployment,c6a.8xlarge,1
signoz,ip-172-16-253-135.ec2.internal,clickhouse,o11y-signoz-frontend-5454f5969,Deployment,c6a.8xlarge,1
signoz,ip-172-16-253-135.ec2.internal,clickhouse,o11y-signoz-otel-collector-84cb8bb79c,Deployment,c6a.8xlarge,1
signoz,ip-172-16-35-198.ec2.internal,clickhouse,o11y-signoz-otel-collector-84cb8bb79c,Deployment,c6a.8xlarge,1
signoz,ip-172-16-44-130.ec2.internal,clickhouse,o11y-signoz-otel-collector-84cb8bb79c,Deployment,c6a.8xlarge,1
signoz,ip-172-16-54-178.ec2.internal,clickhouse,o11y-signoz-otel-collector-84cb8bb79c,Deployment,c6a.8xlarge,1
signoz,ip-172-16-58-70.ec2.internal,clickhouse,o11y-signoz-otel-collector-84cb8bb79c,Deployment,c6a.8xlarge,1
slo-framework,ip-172-16-243-27.ec2.internal,default,slo-generator-7fbb97cb6c,Deployment,a1.2xlarge,3
slo-framework,ip-172-16-245-249.ec2.internal,default,slo-generator-7fbb97cb6c,Deployment,a1.xlarge,1
slo-framework,ip-172-16-46-166.ec2.internal,default,slo-generator-7fbb97cb6c,Deployment,c6a.2xlarge,2
slo-framework,ip-172-16-53-243.ec2.internal,default,slo-generator-7fbb97cb6c,Deployment,c6a.2xlarge,1
slo-framework,ip-172-16-54-132.ec2.internal,default,slo-generator-7fbb97cb6c,Deployment,c6a.2xlarge,2
slo-framework,ip-172-16-60-164.ec2.internal,default,slo-generator-7fbb97cb6c,Deployment,m6g.xlarge,1
slos,ip-172-16-238-11.ec2.internal,slos,1567c20d9d95a7ecbb35d50edf2dd6e9be799138fbbe0dd9d17-8478d6f75d,Deployment,c6g.xlarge,1
slos,ip-172-16-238-11.ec2.internal,slos,3c03ed7d2ab82194b72f04edd62dd8875188d0212b420407df2-6f5c68d996,Deployment,c6g.xlarge,1
slos,ip-172-16-238-11.ec2.internal,slos,40e7f0623062e11bd3fc88dcb8476d6896b6d3739f32b0deecd-7d9bdddc7,Deployment,c6g.xlarge,1
slos,ip-172-16-238-11.ec2.internal,slos,45238c8c1965936a497a1dc3595da1b40be8b30ddedddba80e4-7686c8b566,Deployment,c6g.xlarge,1
slos,ip-172-16-238-11.ec2.internal,slos,4e9227df2ffea27ad399527d1a4518e4251c0f14cfd61704f92-84ff54c864,Deployment,c6g.xlarge,1
slos,ip-172-16-238-11.ec2.internal,slos,563bce016040df72046c50d3e948aff4df6216e37010ae6c2da-8656fbb9ff,Deployment,c6g.xlarge,1
slos,ip-172-16-238-11.ec2.internal,slos,5f587617c6c90f948b4ad14407aaf14f6bd8653b8abaf83fe0c-7497464554,Deployment,c6g.xlarge,1
slos,ip-172-16-238-11.ec2.internal,slos,631ff750ba5ee32a9a0ef93b4cc52e5f3d3c5395764808dfb41-696b5d8ff6,Deployment,c6g.xlarge,1
slos,ip-172-16-238-11.ec2.internal,slos,6d7fdfc706c401c95e5cb9dc4a8f0cceb525c39e32639fcedc9-7544dd5c8b,Deployment,c6g.xlarge,1
slos,ip-172-16-238-11.ec2.internal,slos,723e660cfe84056e354e07e56b409c176fd63cfb5958fd9e4b0-75dfb77c,Deployment,c6g.xlarge,1
slos,ip-172-16-238-11.ec2.internal,slos,739db8a11aa1d4c4d34784c248e56b5d6c8e1788022b48e15ce-57f78cd6bc,Deployment,c6g.xlarge,1
slos,ip-172-16-238-11.ec2.internal,slos,781cfbc66ac1ba73d9447e4073bbfbb825ae318d818edd3865c-6c8df9674f,Deployment,c6g.xlarge,1
slos,ip-172-16-238-11.ec2.internal,slos,8761d45bde6fddc1794e451dd67e83990fb4223f4d40cf458c7-6cdf65df76,Deployment,c6g.xlarge,1
slos,ip-172-16-238-11.ec2.internal,slos,87790d3a0053953ad41bbfdef744a5d049036debf39a2af22a0-bcc5b98b7,Deployment,c6g.xlarge,1
slos,ip-172-16-238-11.ec2.internal,slos,87f7099f6df6e7b081e99ff6dea2e4c532a207bc36dcc04a9b8-9bd9f7bfd,Deployment,c6g.xlarge,1
slos,ip-172-16-238-11.ec2.internal,slos,991fee3cdd3ba09bed8390828d782a47bf802aa12d12731be18-b9844f679,Deployment,c6g.xlarge,1
slos,ip-172-16-238-11.ec2.internal,slos,9db14fb5be9f0ec1fc00c9c1d4a00c15c7192375b79ec90ec8d-678cc65c85,Deployment,c6g.xlarge,1
slos,ip-172-16-238-11.ec2.internal,slos,9f5a3ab1bfd69cc763ef681ad4be111dbe91a3eb08d1959db9a-5c6c96bc4d,Deployment,c6g.xlarge,1
slos,ip-172-16-238-11.ec2.internal,slos,a3d4a2834aa9c0643991ceccd1925f0dd5ff76ea31e420573b4-67b779d968,Deployment,c6g.xlarge,1
slos,ip-172-16-238-11.ec2.internal,slos,aa3164470c0c8ee1204fdda7cfb0cd63075cf8775b8a084b9ff-7947bbbcc6,Deployment,c6g.xlarge,1
slos,ip-172-16-238-11.ec2.internal,slos,b7e9835e8230d8ee84f2bc11967f383eec1ef3864ec750dabcc-6cbbd44cc9,Deployment,c6g.xlarge,1
slos,ip-172-16-238-11.ec2.internal,slos,ba692942ed6b2fe237acea4a8e2a446423f71c2de95545deb09-55d7dfdddc,Deployment,c6g.xlarge,1
slos,ip-172-16-238-11.ec2.internal,slos,cc497f77b0882b08d57096ba4028fbc351f31bd4fac6fb9cf8f-7f8f8fb6c8,Deployment,c6g.xlarge,1
slos,ip-172-16-238-11.ec2.internal,slos,cc975001ea0514734dfa0ed35a6e2ba3432d968d1e55e49578b-77d8fcd6fc,Deployment,c6g.xlarge,1
slos,ip-172-16-238-11.ec2.internal,slos,da417ab1390a11739dcf41c430a70ae695885c20aed318a28b9-6577f689b8,Deployment,c6g.xlarge,1
slos,ip-172-16-238-11.ec2.internal,slos,fb2d3188e2a27a765b4ca4a3393158208f5f8d968db54eaa7ff-79d646b46c,Deployment,c6g.xlarge,1
sre-octopus,ip-172-16-243-27.ec2.internal,default,sre-octopus-6c87d76fd5,Deployment,a1.2xlarge,1
sre-octopus,ip-172-16-53-243.ec2.internal,default,sre-octopus-6c87d76fd5,Deployment,c6a.2xlarge,1
traces,ip-172-16-216-66.ec2.internal,traces,otel-o11y-ob3-traces-balancer-opentelemetry-collector-84cd6cc85,Deployment,c6gn.4xlarge,1
traces,ip-172-16-216-66.ec2.internal,traces,otel-o11y-ob3-traces-opentelemetry-collector-f694f99f8,Deployment,c6gn.4xlarge,2
traces,ip-172-16-220-7.ec2.internal,traces,otel-o11y-ob3-traces-balancer-beta-opentelemetry-collector-7f767bbfb4,Deployment,c6gn.4xlarge,1
traces,ip-172-16-220-7.ec2.internal,traces,otel-o11y-ob3-traces-balancer-opentelemetry-collector-84cd6cc85,Deployment,c6gn.4xlarge,1
traces,ip-172-16-220-7.ec2.internal,traces,otel-o11y-ob3-traces-opentelemetry-collector-f694f99f8,Deployment,c6gn.4xlarge,2
traces,ip-172-16-23-185.ec2.internal,refinery,refinery-o11y-ob3-stable-6f5cc6c4f4,Deployment,r6g.4xlarge,1
traces,ip-172-16-235-84.ec2.internal,refinery,refinery-o11y-ob3-stable-6f5cc6c4f4,Deployment,r6g.4xlarge,1
traces,ip-172-16-242-45.ec2.internal,traces,otel-o11y-ob3-traces-opentelemetry-collector-f694f99f8,Deployment,c6gn.4xlarge,3
traces,ip-172-16-247-109.ec2.internal,refinery,refinery-o11y-ob3-stable-6f5cc6c4f4,Deployment,r6g.4xlarge,1
traces,ip-172-16-248-37.ec2.internal,refinery,redis-o11y-ob3-refinery-stable-master-76d89ffcf8,Deployment,r6g.4xlarge,1
traces,ip-172-16-248-37.ec2.internal,refinery,refinery-o11y-ob3-stable-6f5cc6c4f4,Deployment,r6g.4xlarge,1
traces,ip-172-16-251-7.ec2.internal,traces,otel-o11y-ob3-traces-balancer-opentelemetry-collector-84cd6cc85,Deployment,c6gn.4xlarge,3
traces,ip-172-16-251-7.ec2.internal,traces,otel-o11y-ob3-traces-beta-opentelemetry-collector-5b5479c458,Deployment,c6gn.4xlarge,1
traces,ip-172-16-254-1.ec2.internal,traces,otel-o11y-ob3-traces-balancer-opentelemetry-collector-84cd6cc85,Deployment,c6gn.4xlarge,3
traces,ip-172-16-26-150.ec2.internal,refinery,refinery-o11y-ob3-stable-6f5cc6c4f4,Deployment,r6g.4xlarge,1
traces,ip-172-16-27-222.ec2.internal,traces,otel-o11y-ob3-traces-balancer-opentelemetry-collector-84cd6cc85,Deployment,c6gn.4xlarge,2
traces,ip-172-16-27-222.ec2.internal,traces,otel-o11y-ob3-traces-opentelemetry-collector-f694f99f8,Deployment,c6gn.4xlarge,1
traces,ip-172-16-28-144.ec2.internal,traces,otel-o11y-ob3-traces-balancer-opentelemetry-collector-84cd6cc85,Deployment,c6gn.4xlarge,1
traces,ip-172-16-28-144.ec2.internal,traces,otel-o11y-ob3-traces-opentelemetry-collector-f694f99f8,Deployment,c6gn.4xlarge,2
traces,ip-172-16-32-152.ec2.internal,traces,otel-o11y-ob3-traces-balancer-opentelemetry-collector-84cd6cc85,Deployment,c6gn.4xlarge,3
traces,ip-172-16-32-152.ec2.internal,traces,otel-o11y-ob3-traces-frontend-opentelemetry-collector-554cd885ff,Deployment,c6gn.4xlarge,1
traces,ip-172-16-32-18.ec2.internal,traces,otel-o11y-ob3-traces-balancer-opentelemetry-collector-84cd6cc85,Deployment,c6gn.4xlarge,1
traces,ip-172-16-32-18.ec2.internal,traces,otel-o11y-ob3-traces-opentelemetry-collector-f694f99f8,Deployment,c6gn.4xlarge,2
traces,ip-172-16-37-125.ec2.internal,traces,otel-o11y-ob3-traces-balancer-opentelemetry-collector-84cd6cc85,Deployment,c6gn.4xlarge,1
traces,ip-172-16-37-125.ec2.internal,traces,otel-o11y-ob3-traces-opentelemetry-collector-f694f99f8,Deployment,c6gn.4xlarge,2
traces,ip-172-16-38-65.ec2.internal,traces,otel-o11y-ob3-traces-balancer-opentelemetry-collector-84cd6cc85,Deployment,c6gn.4xlarge,1
traces,ip-172-16-38-65.ec2.internal,traces,otel-o11y-ob3-traces-opentelemetry-collector-f694f99f8,Deployment,c6gn.4xlarge,2
traces,ip-172-16-41-64.ec2.internal,traces,otel-o11y-ob3-traces-balancer-opentelemetry-collector-84cd6cc85,Deployment,c6gn.4xlarge,1
traces,ip-172-16-41-64.ec2.internal,traces,otel-o11y-ob3-traces-opentelemetry-collector-f694f99f8,Deployment,c6gn.4xlarge,2
traces,ip-172-16-43-192.ec2.internal,traces,otel-o11y-ob3-traces-balancer-opentelemetry-collector-84cd6cc85,Deployment,c6gn.4xlarge,1
traces,ip-172-16-43-192.ec2.internal,traces,otel-o11y-ob3-traces-opentelemetry-collector-f694f99f8,Deployment,c6gn.4xlarge,2
traces,ip-172-16-57-68.ec2.internal,refinery,redis-o11y-ob3-refinery-dev-master-749f95cd74,Deployment,r6g.4xlarge,1
traces,ip-172-16-57-68.ec2.internal,refinery,refinery-o11y-ob3-dev-85c68fb64f,Deployment,r6g.4xlarge,1
traces,ip-172-16-61-188.ec2.internal,traces,otel-o11y-ob3-traces-balancer-opentelemetry-collector-84cd6cc85,Deployment,c6gn.2xlarge,1
traces,ip-172-16-61-188.ec2.internal,traces,otel-o11y-ob3-traces-frontend-opentelemetry-collector-554cd885ff,Deployment,c6gn.2xlarge,1
victoria-metrics,ip-172-16-17-50.ec2.internal,victoria-metrics,vmstorage-default-stable,StatefulSet,r6g.2xlarge,1
victoria-metrics,ip-172-16-17-50.ec2.internal,victoria-metrics,vmstorage-merchant-journey-stable,StatefulSet,r6g.2xlarge,1
victoria-metrics,ip-172-16-21-9.ec2.internal,victoria-metrics,vmstorage-default-stable,StatefulSet,r6g.2xlarge,1
victoria-metrics,ip-172-16-21-9.ec2.internal,victoria-metrics,vmstorage-janus-stable,StatefulSet,r6g.2xlarge,1
victoria-metrics,ip-172-16-214-83.ec2.internal,victoria-metrics,vminsert-developer-journey-stable-779b9c556,Deployment,r8g.24xlarge,1
victoria-metrics,ip-172-16-214-83.ec2.internal,victoria-metrics,vminsert-janus-stable-669fffbb5f,Deployment,r8g.24xlarge,1
victoria-metrics,ip-172-16-214-83.ec2.internal,victoria-metrics,vminsert-shopper-journey-stable-946fdcf67,Deployment,r8g.24xlarge,1
victoria-metrics,ip-172-16-214-83.ec2.internal,victoria-metrics,vmselect-developer-journey-stable,StatefulSet,r8g.24xlarge,1
victoria-metrics,ip-172-16-214-83.ec2.internal,victoria-metrics,vmselect-janus-stable,StatefulSet,r8g.24xlarge,1
victoria-metrics,ip-172-16-214-83.ec2.internal,victoria-metrics,vmselect-merchant-journey-stable,StatefulSet,r8g.24xlarge,1
victoria-metrics,ip-172-16-214-83.ec2.internal,victoria-metrics,vmselect-tech-infra-stable,StatefulSet,r8g.24xlarge,1
victoria-metrics,ip-172-16-214-83.ec2.internal,victoria-metrics,vmselect-vm-o11y-platform,StatefulSet,r8g.24xlarge,2
victoria-metrics,ip-172-16-214-83.ec2.internal,victoria-metrics,vmstorage-janus-stable,StatefulSet,r8g.24xlarge,3
victoria-metrics,ip-172-16-214-83.ec2.internal,victoria-metrics,vmstorage-merchant-journey-stable,StatefulSet,r8g.24xlarge,1
victoria-metrics,ip-172-16-214-83.ec2.internal,victoria-metrics,vmstorage-tech-infra-stable,StatefulSet,r8g.24xlarge,1
victoria-metrics,ip-172-16-214-83.ec2.internal,victoria-metrics,vmstorage-vm-infra-metrics,StatefulSet,r8g.24xlarge,1
victoria-metrics,ip-172-16-214-83.ec2.internal,victoria-metrics,vmstorage-vm-o11y-platform,StatefulSet,r8g.24xlarge,1
victoria-metrics,ip-172-16-220-107.ec2.internal,victoria-metrics,vmstorage-janus-stable,StatefulSet,r6g.2xlarge,1
victoria-metrics,ip-172-16-222-108.ec2.internal,victoria-metrics,vminsert-tech-infra-stable-dccbbf886,Deployment,r6g.4xlarge,1
victoria-metrics,ip-172-16-222-108.ec2.internal,victoria-metrics,vmselect-vm-infra-metrics,StatefulSet,r6g.4xlarge,1
victoria-metrics,ip-172-16-222-108.ec2.internal,victoria-metrics,vmstorage-developer-journey-stable,StatefulSet,r6g.4xlarge,1
victoria-metrics,ip-172-16-222-216.ec2.internal,victoria-metrics,vmstorage-janus-stable,StatefulSet,r6g.2xlarge,1
victoria-metrics,ip-172-16-223-129.ec2.internal,victoria-metrics,vmalert-cd-anomaly-frwk-alert-6d55599949,Deployment,r6g.2xlarge,1
victoria-metrics,ip-172-16-223-129.ec2.internal,victoria-metrics,vmstorage-janus-stable,StatefulSet,r6g.2xlarge,1
victoria-metrics,ip-172-16-227-127.ec2.internal,victoria-metrics,vmselect-janus-stable,StatefulSet,r6g.4xlarge,1
victoria-metrics,ip-172-16-228-217.ec2.internal,victoria-metrics,vminsert-default-stable-d64486cd8,Deployment,m6g.12xlarge,1
victoria-metrics,ip-172-16-228-217.ec2.internal,victoria-metrics,vminsert-merchant-journey-stable-667b49c784,Deployment,m6g.12xlarge,1
victoria-metrics,ip-172-16-228-217.ec2.internal,victoria-metrics,vminsert-vm-o11y-platform-854c6d45cd,Deployment,m6g.12xlarge,1
victoria-metrics,ip-172-16-228-217.ec2.internal,victoria-metrics,vmselect-janus-stable,StatefulSet,m6g.12xlarge,1
victoria-metrics,ip-172-16-228-217.ec2.internal,victoria-metrics,vmselect-tech-infra-stable,StatefulSet,m6g.12xlarge,2
victoria-metrics,ip-172-16-228-217.ec2.internal,victoria-metrics,vmsingle-loadtests-6b47ff9d89,Deployment,m6g.12xlarge,1
victoria-metrics,ip-172-16-228-253.ec2.internal,victoria-metrics,vminsert-developer-journey-stable-779b9c556,Deployment,c6g.8xlarge,2
victoria-metrics,ip-172-16-228-253.ec2.internal,victoria-metrics,vminsert-merchant-journey-stable-667b49c784,Deployment,c6g.8xlarge,1
victoria-metrics,ip-172-16-228-253.ec2.internal,victoria-metrics,vminsert-tech-infra-stable-dccbbf886,Deployment,c6g.8xlarge,1
victoria-metrics,ip-172-16-229-191.ec2.internal,victoria-metrics,vminsert-shopper-journey-stable-946fdcf67,Deployment,m6g.4xlarge,1
victoria-metrics,ip-172-16-229-191.ec2.internal,victoria-metrics,vminsert-tech-infra-stable-dccbbf886,Deployment,m6g.4xlarge,1
victoria-metrics,ip-172-16-229-191.ec2.internal,victoria-metrics,vmstorage-merchant-journey-stable,StatefulSet,m6g.4xlarge,1
victoria-metrics,ip-172-16-229-36.ec2.internal,victoria-metrics,vmstorage-janus-stable,StatefulSet,r6g.2xlarge,1
victoria-metrics,ip-172-16-229-41.ec2.internal,victoria-metrics,vmagent-aggregation-delta-75fdbc65c,Deployment,hpc7g.16xlarge,1
